date,method,dataset, rmse,r2,mae,window_size,z_dim_total,hidden_dim,lr_optimizer,batch_size,epochs,horizon,cyclic_threshold,earlystop_patience,lambda_recon,lambda_kl_euc,lambda_kl_sph,lambda_pred,task
07:41,sphlin_1.00,nasa_moon,0.6934,0.5065,0.5874,60,28,256,0.001,64,150,1,1.0000004949945949,40,800,0.05,0.005,1500,2,forecast
09:49,torlin,nasa_moon,0.6196,0.6097,0.526,60,28,256,0.001,64,150,1,0.52,40,800,0.05,0.005,1500,2,forecast
09:49,sphlin_1.00,nasa_moon,0.6329,0.5919,0.5345,60,28,256,0.001,64,150,1,1.0000004949945949,40,800,0.05,0.005,1500,2,forecast
14:07,torlin,nasa_moon,0.6544,0.5646,0.5435,60,28,256,0.001,64,150,1,0.52,40,800,0.05,0.005,1500,2,forecast
14:07,sphlin_1.00,nasa_moon,0.6437,0.5716,0.5496,60,28,256,0.001,64,150,1,1.0000004949945949,40,800,0.05,0.005,1500,2,forecast
14:13,direct,nasa_moon,0.4324,0.81,0.3618,60,28,256,0.001,64,150,1,1.0000004949945949,40,800,0.05,0.005,1500,2,forecast
16:11,torlin,nasa_moon,0.6214,0.6074,0.5256,60,28,256,0.001,64,150,1,0.52,40,800,0.05,0.005,1500,2,forecast
16:12,sphlin_1.00,nasa_moon,0.6207,0.6083,0.5276,60,28,256,0.001,64,150,1,1.0000004949945949,40,800,0.05,0.005,1500,2,forecast
16:12,direct,nasa_moon,0.4814,0.7644,0.3942,60,28,256,0.001,64,150,1,1.0000004949945949,40,800,0.05,0.005,1500,2,forecast
16:15,sphlin_0.65,nasa_moon,0.8063,0.3391,0.6498,60,28,256,0.001,64,150,1,0.6500000049499459,40,800,0.05,0.005,1500,2,forecast
16:16,sphlin_0.86,nasa_moon,0.6382,0.586,0.5453,60,28,256,0.001,64,150,1,0.860000004949946,40,800,0.05,0.005,1500,2,forecast
16:20,torlin,szeged_weather,0.6728,0.1499,0.5405,168,10,93,0.0008,96,150,1,0.25,10,200,0.05,0.0001,200,1,forecast
16:20,sphlin_0.00,szeged_weather,0.7184,0.0307,0.5586,168,10,93,0.0008,96,150,1,4.949945949120095e-08,10,200,0.05,0.0001,200,1,forecast
16:22,sphlin_1.00,szeged_weather,0.5937,0.3381,0.483,168,10,93,0.0008,96,150,1,1.0000000494994594,10,200,0.05,0.0001,200,1,forecast
16:25,torlin,india_ocean_waves,0.3246,0.8073,0.2268,168,6,128,0.0012,254,150,1,0.3,10,200,0.05,0.05,200,3,forecast
16:25,sphlin_1.00,india_ocean_waves,0.364,0.7578,0.2377,168,6,128,0.0012,254,150,1,1.0000000494994594,10,200,0.05,0.05,200,3,forecast
16:26,torlin,india_ocean_waves,0.3527,0.7725,0.2385,168,6,128,0.0012,254,150,1,1.0000000494994594,10,200,0.05,0.05,200,3,forecast
16:27,sphlin_1.00,india_ocean_waves,0.3673,0.7533,0.2592,168,6,128,0.0012,254,150,1,1.0000000494994594,10,200,0.05,0.05,200,3,forecast
16:27,sphlin_0.45,india_ocean_waves,0.3511,0.7746,0.2315,168,6,128,0.0012,254,150,1,0.4500000494994595,10,200,0.05,0.05,200,3,forecast
16:29,sphlin_1.45,india_ocean_waves,0.4595,0.614,0.311,168,6,128,0.0012,254,150,1,1.4500000494994596,10,200,0.05,0.05,200,3,forecast
16:55,sphlin_1.50,india_ocean_waves,0.3742,0.7439,0.2427,168,6,128,0.0012,254,150,1,1.5000004949945949,10,200,0.05,0.05,200,3,forecast
16:56,torlin,india_ocean_waves,0.3898,0.7223,0.2595,168,6,128,0.0012,254,150,1,1.5000004949945949,10,200,0.05,0.05,200,3,forecast
18:59,torlin,india_ocean_waves,0.3891,0.7232,0.2701,168,6,128,0.0012,254,150,1,0.3,10,200,0.05,0.05,200,3,forecast
18:59,sphlin_1.50,india_ocean_waves,0.4374,0.6502,0.3033,168,6,128,0.0012,254,150,1,1.5000004949945949,10,200,0.05,0.05,200,3,forecast
20:15,torlin,india_ocean_waves,0.3831,0.7316,0.2605,168,6,128,0.0012,254,150,1,0.3,10,200,0.05,0.05,200,3,forecast
20:15,sphlin_1.50,india_ocean_waves,0.3911,0.7204,0.2446,168,6,128,0.0012,254,150,1,1.5000004949945949,10,200,0.05,0.05,200,3,forecast
20:25,torlin,india_ocean_waves,0.3283,0.803,0.2305,168,6,128,0.0012,254,150,1,0.3,10,200,0.05,0.05,200,3,forecast
20:25,sphlin_1.50,india_ocean_waves,0.3801,0.7358,0.2564,168,6,128,0.0012,254,150,1,1.5000004949945949,10,200,0.05,0.05,200,3,forecast
20:27,direct,india_ocean_waves,0.7402,-0.0018,0.5365,168,6,128,0.0012,254,150,1,1.5000004949945949,10,200,0.05,0.05,200,3,forecast
20:30,torlin,india_ocean_waves,0.3769,0.7403,0.2691,168,6,128,0.0012,254,150,1,0.3,10,200,0.05,0.05,200,3,forecast
20:30,sphlin_1.50,india_ocean_waves,0.4862,0.5678,0.3476,168,6,128,0.0012,254,150,1,1.5000004949945949,10,200,0.05,0.05,200,3,forecast
