trial_id,test_rmse,r2,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/latent_dim,config/channels1,config/channels2,config/kernel_size,config/pool_kernel,config/ssl_lambda,config/ssl_weight,config/augment_const,config/recon_weight,config/epochs,config/lr,config/head_dims_list
b2e755fe,1.2228938341140747,-0.00381858851685668,1763604492,,True,1,2025-11-20_03-08-12,1.3851566314697266,1.3851566314697266,894780,dis-m17,145.94.32.28,1.3851566314697266,1,"11_augment_const=0.1000,channels1=8,channels2=32,epochs=100,head_dims_list=64_32,kernel_size=3,latent_dim=12,lr=0.0010,pool_kernel=4,recon_weight=0.5000,ssl_lambda=0.1000,ssl_weight=0.1000",12,8,32,3,4,0.1,0.1,0.1,0.5,100,0.001,"[64, 32]"
1f3ad909,1.0660500526428223,0.09635461577234572,1763604497,,True,1,2025-11-20_03-08-17,1.3782856464385986,1.3782856464385986,895061,dis-m17,145.94.32.28,1.3782856464385986,1,"12_augment_const=0.0500,channels1=12,channels2=8,epochs=100,head_dims_list=64_32,kernel_size=5,latent_dim=12,lr=0.0100,pool_kernel=3,recon_weight=0.5000,ssl_lambda=0.0100,ssl_weight=0.1000",12,12,8,5,3,0.01,0.1,0.05,0.5,100,0.01,"[64, 32]"
e4a66883,0.9774829745292664,0.13042284266681714,1763604502,,True,1,2025-11-20_03-08-22,1.3751864433288574,1.3751864433288574,895339,dis-m17,145.94.32.28,1.3751864433288574,1,"13_augment_const=0.2000,channels1=16,channels2=16,epochs=100,head_dims_list=64_32,kernel_size=3,latent_dim=32,lr=0.0100,pool_kernel=2,recon_weight=0.1000,ssl_lambda=0.1000,ssl_weight=0.1000",32,16,16,3,2,0.1,0.1,0.2,0.1,100,0.01,"[64, 32]"
d1c432c5,1.1384941339492798,-0.02762838647679855,1763604511,,True,1,2025-11-20_03-08-31,6.021341800689697,6.021341800689697,895617,dis-m17,145.94.32.28,6.021341800689697,1,"14_augment_const=0.2000,channels1=32,channels2=16,epochs=100,head_dims_list=64_32,kernel_size=5,latent_dim=12,lr=0.0010,pool_kernel=4,recon_weight=0.1000,ssl_lambda=0.1000,ssl_weight=1.0000",12,32,16,5,4,0.1,1.0,0.2,0.1,100,0.001,"[64, 32]"
584a0c53,1.1071815490722656,0.030713519034863856,1763604517,,True,1,2025-11-20_03-08-37,1.435692310333252,1.435692310333252,895937,dis-m17,145.94.32.28,1.435692310333252,1,"15_augment_const=0.0500,channels1=12,channels2=32,epochs=100,head_dims_list=128_64,kernel_size=9,latent_dim=12,lr=0.0100,pool_kernel=3,recon_weight=1.0000,ssl_lambda=1.0000,ssl_weight=0.1000",12,12,32,9,3,1.0,0.1,0.05,1.0,100,0.01,"[128, 64]"
f3656948,1.0675541162490845,0.004688222970564593,1763604521,,True,1,2025-11-20_03-08-41,1.372389793395996,1.372389793395996,896215,dis-m17,145.94.32.28,1.372389793395996,1,"16_augment_const=0.0500,channels1=8,channels2=16,epochs=100,head_dims_list=128_64,kernel_size=5,latent_dim=8,lr=0.0050,pool_kernel=3,recon_weight=0.5000,ssl_lambda=0.0100,ssl_weight=1.0000",8,8,16,5,3,0.01,1.0,0.05,0.5,100,0.005,"[128, 64]"
f2d1b26f,1.0507903099060059,0.07496919922607004,1763604526,,True,1,2025-11-20_03-08-46,1.343923807144165,1.343923807144165,896497,dis-m17,145.94.32.28,1.343923807144165,1,"17_augment_const=0.1000,channels1=8,channels2=8,epochs=100,head_dims_list=128_64,kernel_size=5,latent_dim=8,lr=0.0050,pool_kernel=2,recon_weight=1.0000,ssl_lambda=0.1000,ssl_weight=0.1000",8,8,8,5,2,0.1,0.1,0.1,1.0,100,0.005,"[128, 64]"
c8427dc4,1.1486802101135254,0.057061125855648154,1763604532,,True,1,2025-11-20_03-08-52,1.603865623474121,1.603865623474121,896774,dis-m17,145.94.32.28,1.603865623474121,1,"18_augment_const=0.0500,channels1=32,channels2=32,epochs=100,head_dims_list=128_64,kernel_size=3,latent_dim=8,lr=0.0010,pool_kernel=2,recon_weight=0.1000,ssl_lambda=0.5000,ssl_weight=1.0000",8,32,32,3,2,0.5,1.0,0.05,0.1,100,0.001,"[128, 64]"
ada2946c,1.1061768531799316,0.06978734636781969,1763604536,,True,1,2025-11-20_03-08-56,1.3909494876861572,1.3909494876861572,897053,dis-m17,145.94.32.28,1.3909494876861572,1,"19_augment_const=0.2000,channels1=16,channels2=16,epochs=100,head_dims_list=128_64,kernel_size=7,latent_dim=12,lr=0.0050,pool_kernel=4,recon_weight=0.5000,ssl_lambda=0.1000,ssl_weight=0.5000",12,16,16,7,4,0.1,0.5,0.2,0.5,100,0.005,"[128, 64]"
1ea35553,1.1399321556091309,0.02789172172542065,1763604541,,True,1,2025-11-20_03-09-01,1.33512282371521,1.33512282371521,897334,dis-m17,145.94.32.28,1.33512282371521,1,"20_augment_const=0.2000,channels1=8,channels2=16,epochs=100,head_dims_list=64_32,kernel_size=3,latent_dim=8,lr=0.0050,pool_kernel=4,recon_weight=0.5000,ssl_lambda=1.0000,ssl_weight=1.0000",8,8,16,3,4,1.0,1.0,0.2,0.5,100,0.005,"[64, 32]"
