trial_id,test_rmse,r2,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/latent_dims,config/hidden_dims,config/depth,config/batch_size,config/lr,config/epochs,config/window_size,config/z_pooling_method
2fe2e_00026,0.38534050322770824,0.7339168746372673,1763752417.0,,True,1.0,2025-11-21_20-13-37,12.393685102462769,12.393685102462769,2195322.0,dis-m17,145.94.32.28,12.393685102462769,1.0,"26_depth=5,hidden_dims=20,latent_dims=16,lr=0.0010,z_pooling_method=None",16.0,20.0,5.0,256.0,0.001,100.0,128.0,None
2fe2e_00027,0.3581160205617043,0.7876915719496287,1763752431.0,,True,1.0,2025-11-21_20-13-51,10.990439414978027,10.990439414978027,2195691.0,dis-m17,145.94.32.28,10.990439414978027,1.0,"27_depth=3,hidden_dims=12,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,12.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00028,0.37139260041231226,0.7436520059166972,1763752447.0,,True,1.0,2025-11-21_20-14-07,11.301578283309937,11.301578283309937,2196058.0,dis-m17,145.94.32.28,11.301578283309937,1.0,"28_depth=4,hidden_dims=12,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,12.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00029,0.3564976485660558,0.7885376692733135,1763752462.0,,True,1.0,2025-11-21_20-14-22,11.707623481750488,11.707623481750488,2196419.0,dis-m17,145.94.32.28,11.707623481750488,1.0,"29_depth=5,hidden_dims=12,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,12.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00030,0.37333578132340317,0.7644450691285655,1763752476.0,,True,1.0,2025-11-21_20-14-36,11.01947546005249,11.01947546005249,2196776.0,dis-m17,145.94.32.28,11.01947546005249,1.0,"30_depth=3,hidden_dims=16,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,16.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00031,0.3342856023072604,0.7673194425789436,1763752492.0,,True,1.0,2025-11-21_20-14-52,11.419034481048584,11.419034481048584,2197135.0,dis-m17,145.94.32.28,11.419034481048584,1.0,"31_depth=4,hidden_dims=16,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,16.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00032,0.3742039849804343,0.7541244618538459,1763752507.0,,True,1.0,2025-11-21_20-15-07,11.808404207229614,11.808404207229614,2197492.0,dis-m17,145.94.32.28,11.808404207229614,1.0,"32_depth=5,hidden_dims=16,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,16.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00033,0.3570781101089737,0.7706434392954813,1763752523.0,,True,1.0,2025-11-21_20-15-23,11.049188137054443,11.049188137054443,2197863.0,dis-m17,145.94.32.28,11.049188137054443,1.0,"33_depth=3,hidden_dims=20,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,20.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00034,0.34773346648322256,0.7845496527083851,1763752538.0,,True,1.0,2025-11-21_20-15-38,11.296592950820923,11.296592950820923,2198220.0,dis-m17,145.94.32.28,11.296592950820923,1.0,"34_depth=4,hidden_dims=20,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,20.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00035,0.3380901509147682,0.7681184002215737,1763752553.0,,True,1.0,2025-11-21_20-15-53,11.919616460800171,11.919616460800171,2198580.0,dis-m17,145.94.32.28,11.919616460800171,1.0,"35_depth=5,hidden_dims=20,latent_dims=8,lr=0.0050,z_pooling_method=None",8.0,20.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00036,0.3819448932860754,0.713904270285493,1763752569.0,,True,1.0,2025-11-21_20-16-09,11.117169857025146,11.117169857025146,2198973.0,dis-m17,145.94.32.28,11.117169857025146,1.0,"36_depth=3,hidden_dims=12,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,12.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00037,0.4224358188883783,0.7178747131821903,1763752584.0,,True,1.0,2025-11-21_20-16-24,11.483751058578491,11.483751058578491,2199340.0,dis-m17,145.94.32.28,11.483751058578491,1.0,"37_depth=4,hidden_dims=12,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,12.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00038,0.3653503026580565,0.7670591866945794,1763752599.0,,True,1.0,2025-11-21_20-16-39,11.822362422943115,11.822362422943115,2199703.0,dis-m17,145.94.32.28,11.822362422943115,1.0,"38_depth=5,hidden_dims=12,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,12.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00039,0.3657481373326893,0.7306044164127945,1763752615.0,,True,1.0,2025-11-21_20-16-55,11.315721035003662,11.315721035003662,2200074.0,dis-m17,145.94.32.28,11.315721035003662,1.0,"39_depth=3,hidden_dims=16,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,16.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00040,0.35485265859793774,0.7632792208037624,1763752630.0,,True,1.0,2025-11-21_20-17-10,11.669961214065552,11.669961214065552,2200435.0,dis-m17,145.94.32.28,11.669961214065552,1.0,"40_depth=4,hidden_dims=16,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,16.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00041,0.39789081137397253,0.7267524191302845,1763752646.0,,True,1.0,2025-11-21_20-17-26,12.024831295013428,12.024831295013428,2200805.0,dis-m17,145.94.32.28,12.024831295013428,1.0,"41_depth=5,hidden_dims=16,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,16.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00042,0.37219053110849626,0.7611072831638221,1763752661.0,,True,1.0,2025-11-21_20-17-41,11.265150547027588,11.265150547027588,2201174.0,dis-m17,145.94.32.28,11.265150547027588,1.0,"42_depth=3,hidden_dims=20,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,20.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00043,0.36473070661062273,0.7479259758328287,1763752676.0,,True,1.0,2025-11-21_20-17-56,11.652927160263062,11.652927160263062,2201542.0,dis-m17,145.94.32.28,11.652927160263062,1.0,"43_depth=4,hidden_dims=20,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,20.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00044,0.33175338718775615,0.798270964199426,1763752692.0,,True,1.0,2025-11-21_20-18-12,12.102048873901367,12.102048873901367,2201910.0,dis-m17,145.94.32.28,12.102048873901367,1.0,"44_depth=5,hidden_dims=20,latent_dims=12,lr=0.0050,z_pooling_method=None",12.0,20.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00045,0.3581328433161005,0.7287436605995925,1763752707.0,,True,1.0,2025-11-21_20-18-27,11.799002885818481,11.799002885818481,2202281.0,dis-m17,145.94.32.28,11.799002885818481,1.0,"45_depth=3,hidden_dims=12,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,12.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00046,0.3638336196087456,0.7701381277367833,1763752724.0,,True,1.0,2025-11-21_20-18-44,12.083313941955566,12.083313941955566,2202659.0,dis-m17,145.94.32.28,12.083313941955566,1.0,"46_depth=4,hidden_dims=12,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,12.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00047,0.389277447747081,0.7258419251550106,1763752740.0,,True,1.0,2025-11-21_20-19-00,12.255405187606812,12.255405187606812,2203027.0,dis-m17,145.94.32.28,12.255405187606812,1.0,"47_depth=5,hidden_dims=12,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,12.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00048,0.3604428159192523,0.7604412797715054,1763752755.0,,True,1.0,2025-11-21_20-19-15,11.468654870986938,11.468654870986938,2203393.0,dis-m17,145.94.32.28,11.468654870986938,1.0,"48_depth=3,hidden_dims=16,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,16.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00049,0.3826990931613036,0.7574954207577193,1763752770.0,,True,1.0,2025-11-21_20-19-30,11.79731035232544,11.79731035232544,2203752.0,dis-m17,145.94.32.28,11.79731035232544,1.0,"49_depth=4,hidden_dims=16,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,16.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00050,0.3671583958801336,0.7725321434201089,1763752786.0,,True,1.0,2025-11-21_20-19-46,11.733831405639648,11.733831405639648,2204118.0,dis-m17,145.94.32.28,11.733831405639648,1.0,"50_depth=5,hidden_dims=16,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,16.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00051,0.3765143476450103,0.7492305563373075,1763752802.0,,True,1.0,2025-11-21_20-20-02,11.69230341911316,11.69230341911316,2204487.0,dis-m17,145.94.32.28,11.69230341911316,1.0,"51_depth=3,hidden_dims=20,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,20.0,3.0,256.0,0.005,100.0,128.0,None
2fe2e_00052,0.38149976108759054,0.7096342318983853,1763752819.0,,True,1.0,2025-11-21_20-20-19,12.03991961479187,12.03991961479187,2204867.0,dis-m17,145.94.32.28,12.03991961479187,1.0,"52_depth=4,hidden_dims=20,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,20.0,4.0,256.0,0.005,100.0,128.0,None
2fe2e_00053,0.371157128253006,0.7373062076408188,1763752835.0,,True,1.0,2025-11-21_20-20-35,12.387705326080322,12.387705326080322,2205255.0,dis-m17,145.94.32.28,12.387705326080322,1.0,"53_depth=5,hidden_dims=20,latent_dims=16,lr=0.0050,z_pooling_method=None",16.0,20.0,5.0,256.0,0.005,100.0,128.0,None
2fe2e_00054,0.3796420059181078,0.7327756892126982,1763752850.0,,True,1.0,2025-11-21_20-20-50,11.030671834945679,11.030671834945679,2205625.0,dis-m17,145.94.32.28,11.030671834945679,1.0,"54_depth=3,hidden_dims=12,latent_dims=8,lr=0.0010,z_pooling_method=mean",8.0,12.0,3.0,256.0,0.001,100.0,128.0,mean
2fe2e_00055,0.4101642882237713,0.7343141726592365,1763752865.0,,True,1.0,2025-11-21_20-21-05,11.217465877532959,11.217465877532959,2205987.0,dis-m17,145.94.32.28,11.217465877532959,1.0,"55_depth=4,hidden_dims=12,latent_dims=8,lr=0.0010,z_pooling_method=mean",8.0,12.0,4.0,256.0,0.001,100.0,128.0,mean
2fe2e_00056,0.4347301955881725,0.7191662560320571,1763752880.0,,True,1.0,2025-11-21_20-21-20,11.626919031143188,11.626919031143188,2206353.0,dis-m17,145.94.32.28,11.626919031143188,1.0,"56_depth=5,hidden_dims=12,latent_dims=8,lr=0.0010,z_pooling_method=mean",8.0,12.0,5.0,256.0,0.001,100.0,128.0,mean
2fe2e_00057,0.3733503963956583,0.7597690330565559,1763752895.0,,True,1.0,2025-11-21_20-21-35,10.986974954605103,10.986974954605103,2206719.0,dis-m17,145.94.32.28,10.986974954605103,1.0,"57_depth=3,hidden_dims=16,latent_dims=8,lr=0.0010,z_pooling_method=mean",8.0,16.0,3.0,256.0,0.001,100.0,128.0,mean
2fe2e_00058,0.3466112509209221,0.7656948154727705,1763752910.0,,True,1.0,2025-11-21_20-21-50,11.189092874526978,11.189092874526978,2207081.0,dis-m17,145.94.32.28,11.189092874526978,1.0,"58_depth=4,hidden_dims=16,latent_dims=8,lr=0.0010,z_pooling_method=mean",8.0,16.0,4.0,256.0,0.001,100.0,128.0,mean
2fe2e_00059,,,1763752914.0,,,,2025-11-21_20-21-54,,,2207447.0,dis-m17,145.94.32.28,,,,8.0,16.0,5.0,256.0,0.001,100.0,128.0,mean
2fe2e_00060,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00061,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00062,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00063,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00064,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00065,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00066,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00067,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00068,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00069,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00070,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00071,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00072,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00073,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00074,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00075,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00076,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00077,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00078,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00079,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00080,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00081,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00082,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00083,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00084,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00085,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00086,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00087,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00088,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00089,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00090,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00091,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00092,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00093,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00094,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00095,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00096,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00097,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00098,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00099,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00100,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00101,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00102,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00103,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00104,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00105,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00106,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00107,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00108,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00109,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00110,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00111,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00112,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00113,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00114,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00115,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00116,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00117,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00118,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00119,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00120,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00121,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00122,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00123,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00124,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00125,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00126,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00127,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00128,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00129,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00130,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00131,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00132,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00133,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00134,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00135,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00136,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00137,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00138,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00139,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00140,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00141,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00142,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00143,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00144,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00145,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00146,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00147,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00148,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00149,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00150,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00151,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00152,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00153,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00154,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00155,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00156,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00157,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00158,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00159,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00160,,,,,,,,,,,,,,,,,,,,,,,
2fe2e_00161,,,,,,,,,,,,,,,,,,,,,,,
